id,carat,cut,color,clarity,x,y,z,depth,table,price
20344,1.57,Ideal,F,SI1,7.53,7.55,4.61,61.1,55.0,12320
20345,1.01,Good,G,VS2,6.29,6.38,3.93,62.0,61.0,5497
20346,1.01,Premium,D,SI1,6.4,6.34,3.77,59.2,61.0,5147
20347,1.21,Very Good,I,SI1,6.89,6.97,4.2,60.6,56.0,5457
20348,0.3,Ideal,F,VS1,4.32,4.36,2.68,61.8,53.0,621
20349,0.41,Ideal,H,SI1,4.82,4.75,3.01,62.9,55.0,876
20350,0.31,Ideal,F,IF,4.36,4.4,2.72,62.1,54.0,914
20351,0.35,Ideal,D,VS1,4.61,4.57,2.79,60.8,57.0,952
20352,0.67,Very Good,H,VS2,5.56,5.6,3.51,62.9,55.0,1867
20353,0.4,Very Good,I,VS1,4.71,4.73,2.91,61.7,57.0,741
20354,0.4,Ideal,F,VS2,4.73,4.77,2.98,62.7,56.0,842
20355,0.39,Premium,G,VS1,4.66,4.7,2.93,62.6,58.0,855
20356,1.08,Ideal,G,SI2,6.56,6.59,4.09,62.2,56.0,4544
20357,0.8,Ideal,H,IF,5.93,5.99,3.72,62.4,54.0,3972
20358,0.31,Ideal,G,VVS1,4.35,4.39,2.7,61.8,55.0,743
20359,1.02,Very Good,E,VS1,6.46,6.52,3.96,61.0,58.0,7503
20360,0.5,Ideal,G,VVS2,5.13,5.1,3.13,61.2,56.0,1935
20361,0.35,Ideal,G,IF,4.57,4.6,2.81,61.3,55.0,1001
20362,0.41,Ideal,H,VS1,4.75,4.78,2.95,61.9,56.0,827
20363,0.9,Premium,G,SI2,6.18,6.12,3.77,61.3,55.0,3226
20364,0.72,Ideal,E,SI1,5.85,5.89,3.54,60.3,55.0,3012
20365,0.3,Ideal,G,VS2,4.38,4.33,2.65,60.8,57.0,630
20366,1.01,Very Good,E,VS2,6.38,6.35,4.03,63.3,58.0,6516
20367,1.2,Very Good,G,SI2,6.89,6.94,4.13,59.7,59.0,5116
20368,0.52,Very Good,D,SI1,5.15,5.12,3.25,63.3,58.0,1605
20369,0.61,Ideal,J,VS2,5.54,5.47,3.29,59.7,59.0,1233
20370,1.22,Ideal,F,VS1,6.83,6.79,4.24,62.3,57.0,10100
20371,0.52,Very Good,G,VS1,5.06,5.09,3.24,63.8,58.0,1641
20372,1.19,Ideal,G,SI1,6.76,6.81,4.23,62.3,55.0,6335
20373,0.44,Premium,G,SI1,4.87,4.83,3.0,61.9,58.0,990
20374,0.45,Ideal,I,IF,4.94,4.97,3.07,62.0,54.0,1043
20375,0.82,Fair,F,SI2,6.28,6.16,3.53,56.7,70.0,2508
20376,0.29,Very Good,H,VVS2,4.27,4.3,2.64,61.7,55.0,541
20377,0.9,Ideal,F,SI1,6.13,6.15,3.84,62.5,57.0,4523
20378,0.37,Premium,E,VS2,4.66,4.63,2.8,60.3,58.0,1041
20379,0.51,Premium,D,VS1,5.24,5.21,3.11,59.5,57.0,1873
20380,0.58,Ideal,J,VS1,5.31,5.35,3.3,61.9,58.0,1324
20381,1.2,Ideal,E,SI2,6.85,6.88,4.21,61.3,56.0,6006
20382,0.32,Very Good,E,VVS2,4.34,4.38,2.72,62.4,56.0,744
20383,1.0,Good,G,VS1,6.28,6.34,4.03,63.9,55.0,5920
20384,0.25,Ideal,H,SI1,4.05,4.07,2.55,62.8,54.0,357
20385,0.4,Premium,F,SI1,4.74,4.7,2.94,62.3,60.0,945
20386,0.3,Ideal,J,VS1,4.37,4.4,2.62,59.7,57.0,394
20387,1.07,Premium,G,VS1,6.66,6.7,3.98,59.6,58.0,5967
20388,0.9,Very Good,H,VS2,6.13,6.17,3.86,62.8,58.0,3878
20389,1.08,Ideal,I,SI2,6.56,6.61,4.1,62.3,57.0,4130
20390,0.56,Ideal,F,VVS2,5.29,5.32,3.28,61.9,56.0,2462
20391,0.32,Ideal,D,VVS1,4.43,4.4,2.74,62.1,54.0,988
20392,0.67,Ideal,G,VS2,5.64,5.56,3.5,62.5,56.0,2010
20393,0.33,Ideal,G,VVS2,4.46,4.49,2.76,61.7,55.0,730
20394,0.52,Ideal,E,VS2,5.18,5.2,3.18,61.3,55.0,1712
20395,0.31,Very Good,E,SI1,4.31,4.24,2.7,63.2,59.0,698
20396,2.01,Premium,D,SI2,8.15,8.07,5.01,61.8,59.0,17235
20397,0.42,Ideal,G,VVS1,4.85,4.82,2.98,61.6,55.0,1235
20398,1.01,Ideal,G,IF,6.44,6.47,3.97,61.5,58.0,8869
20399,0.3,Ideal,G,VVS2,4.27,4.29,2.67,62.4,57.0,665
20400,1.11,Premium,I,SI1,6.73,6.66,4.06,60.6,59.0,4911
20401,2.18,Very Good,E,I1,8.25,8.33,5.14,62.0,60.0,10340
20402,1.0,Premium,E,SI1,6.42,6.35,3.94,61.7,58.0,5396
20403,0.34,Ideal,F,VS2,4.48,4.51,2.81,62.5,55.0,686
20404,0.51,Fair,H,VS1,5.44,5.4,3.01,55.5,64.0,1234
20405,0.52,Ideal,G,VVS2,5.26,5.24,3.14,59.8,57.0,2012
20406,0.42,Ideal,H,VVS1,4.8,4.82,2.98,61.9,54.2,1094
20407,1.07,Ideal,G,VS1,6.56,6.59,4.08,62.1,54.0,7485
20408,0.3,Ideal,E,VS2,4.33,4.29,2.69,62.4,57.0,844
20409,1.01,Good,G,SI2,6.36,6.4,3.88,60.8,63.0,3512
20410,2.01,Very Good,J,SI1,8.15,8.2,4.85,59.3,62.0,12257
20411,0.42,Premium,E,SI1,4.79,4.78,3.0,62.7,59.0,992
20412,1.22,Ideal,G,SI1,6.89,6.81,4.22,61.6,57.0,6559
20413,1.09,Very Good,D,SI2,6.59,6.54,4.16,63.4,59.0,3742
20414,1.01,Very Good,G,SI2,6.4,6.36,3.88,60.8,63.0,3577
20415,0.52,Ideal,D,VS2,5.16,5.2,3.2,61.8,57.0,1752
20416,1.7,Premium,I,VVS2,7.6,7.53,4.7,62.1,59.0,11775
20417,0.7,Very Good,E,VVS1,5.63,5.7,3.54,62.5,56.0,3724
20418,2.02,Premium,J,SI1,8.14,8.1,5.0,61.6,58.0,12431
20419,0.31,Premium,F,VS2,4.34,4.31,2.65,61.3,59.0,802
20420,1.14,Premium,G,SI2,6.8,6.78,4.1,60.4,59.0,4884
20421,0.72,Ideal,E,SI1,5.7,5.73,3.58,62.6,56.0,2907
20422,1.2,Very Good,G,SI1,6.68,6.73,4.21,62.8,57.0,6526
20423,1.04,Premium,H,VS2,6.48,6.44,4.05,62.7,61.0,5416
20424,0.9,Premium,G,SI1,6.11,6.02,3.82,62.9,58.0,3774
20425,1.01,Premium,H,SI1,6.51,6.45,3.89,60.0,62.0,4836
20426,0.54,Ideal,F,SI2,5.26,5.29,3.26,61.8,56.0,1065
20427,1.06,Ideal,G,SI2,6.51,6.49,4.04,62.2,57.0,4467
20428,0.32,Premium,E,SI1,4.47,4.42,2.67,60.1,60.0,720
20429,0.82,Ideal,F,SI2,6.06,6.02,3.68,60.9,57.0,2966
20430,0.3,Premium,G,VVS1,4.31,4.29,2.67,62.1,56.0,1013
20431,0.31,Ideal,G,VS1,4.35,4.33,2.71,62.4,55.0,802
20432,0.3,Premium,D,SI2,4.31,4.28,2.68,62.4,58.0,574
20433,0.7,Very Good,E,VVS2,5.79,5.84,3.44,59.2,61.0,3154
20434,0.35,Ideal,F,VS2,4.55,4.58,2.83,62.1,54.0,747
20435,0.53,Ideal,F,VS1,5.21,5.16,3.22,62.1,57.0,1908
20436,0.4,Ideal,E,VVS2,4.79,4.74,2.93,61.5,56.0,1238
20437,1.23,Ideal,H,SI1,6.78,6.72,4.27,63.0,55.0,5768
20438,0.35,Ideal,H,VVS1,4.58,4.59,2.77,60.5,57.0,839
20439,1.25,Premium,H,VS1,6.82,6.86,4.29,62.7,59.0,7328
20440,0.5,Good,G,SI1,5.11,5.04,3.05,60.2,64.0,1138
20441,1.0,Ideal,E,VS2,6.41,6.46,3.97,61.7,54.0,6859
20442,0.41,Ideal,H,SI1,4.77,4.72,2.98,62.8,56.0,876
20443,0.74,Very Good,F,SI2,5.76,5.72,3.62,63.1,58.0,1909
20444,1.2,Ideal,G,VVS2,6.84,6.79,4.2,61.7,57.0,7688
20445,1.12,Ideal,J,SI2,6.63,6.59,4.13,62.5,57.0,4325
20446,1.0,Premium,G,VS2,6.54,6.46,3.9,60.0,59.0,6451
20447,2.71,Premium,E,SI2,9.13,9.03,5.48,60.4,59.0,17146
20448,0.51,Ideal,E,VVS1,5.1,5.12,3.19,62.3,53.7,2524
20449,1.52,Premium,I,I1,7.43,7.35,4.52,61.2,58.0,3541
20450,0.33,Premium,H,VS2,4.41,4.38,2.74,62.3,58.0,668
20451,0.43,Very Good,G,SI1,4.87,4.9,2.95,60.4,58.0,754
20452,1.23,Very Good,H,VS2,6.84,6.86,4.22,61.6,59.0,6459
20453,0.3,Very Good,E,SI2,4.39,4.42,2.59,58.8,60.0,393
20454,0.39,Ideal,H,IF,4.68,4.7,2.91,61.9,55.6,1039
20455,0.93,Premium,H,VS2,6.29,6.26,3.82,61.0,60.0,4050
20456,0.67,Very Good,G,VS1,5.69,5.75,3.42,59.9,57.4,2309
20457,0.56,Ideal,G,IF,5.3,5.32,3.29,62.0,54.0,2321
20458,0.31,Ideal,D,VS2,4.37,4.36,2.69,61.6,55.0,942
20459,0.41,Premium,G,VS1,4.87,4.84,2.86,58.9,60.0,1076
20460,1.5,Premium,G,VVS2,7.28,7.32,4.58,62.7,58.0,14157
20461,0.67,Very Good,D,SI1,5.61,5.68,3.4,60.2,60.0,2007
20462,1.63,Ideal,I,VVS2,7.49,7.52,4.69,62.3,54.7,12174
20463,0.36,Good,E,IF,4.74,4.79,2.75,57.7,54.0,1053
20464,0.51,Ideal,H,VS1,5.11,5.14,3.16,61.8,57.0,1573
20465,1.56,Ideal,H,SI2,7.39,7.48,4.64,62.4,55.0,9081
20466,0.4,Ideal,I,SI1,4.72,4.75,2.95,62.3,55.0,624
20467,0.91,Ideal,D,VVS2,6.2,6.25,3.86,62.0,54.0,8707
20468,0.4,Ideal,I,VVS2,4.69,4.73,2.95,62.6,54.0,751
20469,0.71,Very Good,H,VVS2,5.65,5.68,3.54,62.5,56.0,2594
20470,0.4,Ideal,E,VS1,4.73,4.75,2.96,62.4,54.0,951
20471,0.51,Ideal,D,VS2,5.18,5.21,3.16,60.8,57.0,1769
20472,0.25,Good,F,VVS1,4.1,4.12,2.43,59.1,60.0,490
20473,1.53,Premium,F,SI2,7.37,7.33,4.6,62.6,57.0,9716
20474,0.82,Premium,E,VS2,6.08,6.04,3.62,59.7,61.0,3697
20475,0.33,Ideal,G,VVS1,4.45,4.48,2.77,62.0,56.0,868
20476,0.31,Premium,E,VVS1,4.35,4.37,2.68,61.5,58.0,924
20477,0.7,Premium,H,SI2,5.76,5.66,3.44,60.2,61.0,2184
20478,0.51,Premium,D,SI2,5.12,5.08,3.16,62.0,58.0,1359
20479,0.39,Very Good,F,SI1,4.68,4.71,2.88,61.3,62.0,670
20480,1.23,Ideal,I,SI1,6.87,6.91,4.26,61.8,58.0,6389
20481,0.94,Premium,E,SI2,6.37,6.34,3.84,60.4,59.0,3758
20482,0.71,Premium,E,VS2,5.71,5.66,3.54,62.3,58.0,2823
20483,0.7,Premium,G,VVS1,5.68,5.62,3.55,62.8,58.0,3234
20484,0.32,Ideal,H,VS2,4.41,4.45,2.71,61.2,55.0,523
20485,1.59,Very Good,G,SI1,7.42,7.49,4.64,62.3,60.0,11613
20486,0.55,Ideal,D,VS2,5.29,5.26,3.26,61.8,54.0,2030
20487,0.43,Premium,D,VS2,4.84,4.88,2.95,60.7,58.0,1056
20488,0.6,Premium,D,SI2,5.43,5.35,3.34,62.0,57.0,1196
20489,0.24,Very Good,F,VVS1,3.97,4.01,2.49,62.3,56.0,608
20490,0.9,Premium,F,SI1,6.19,6.13,3.8,61.7,62.0,3936
20491,0.31,Ideal,F,VVS1,4.35,4.43,2.65,60.4,59.0,779
20492,0.32,Ideal,G,VS1,4.43,4.39,2.73,61.9,55.0,828
20493,0.41,Ideal,G,VS2,4.79,4.75,2.99,62.7,55.0,1061
20494,0.41,Ideal,F,VVS2,4.78,4.8,2.93,61.2,56.0,1115
20495,1.22,Ideal,G,SI2,6.85,6.8,4.25,62.3,57.0,5296
20496,1.13,Premium,D,SI2,6.83,6.78,3.97,58.3,60.0,3883
20497,0.74,Very Good,G,VS1,5.85,5.89,3.51,59.8,58.0,2896
20498,1.0,Good,H,VS2,6.21,6.25,3.96,63.6,61.0,4637
20499,1.28,Premium,I,VS2,6.89,6.86,4.3,62.5,61.0,6451
20500,2.0,Ideal,H,SI1,7.92,8.0,5.1,63.9,54.0,18440
20501,0.41,Very Good,E,VS2,4.71,4.74,2.99,63.3,56.0,910
20502,0.92,Premium,E,VS1,6.25,6.22,3.8,60.9,61.0,5358
20503,1.0,Premium,F,SI1,6.48,6.45,3.91,60.5,56.0,5292
20504,0.34,Ideal,G,VS2,4.5,4.48,2.74,61.0,57.0,765
20505,0.43,Premium,F,SI1,4.83,4.86,2.97,61.3,60.0,792
20506,1.48,Good,G,IF,7.54,7.34,4.45,59.8,61.0,15164
20507,0.71,Ideal,F,VS1,5.73,5.76,3.57,62.1,57.0,3066
20508,0.33,Ideal,G,VS1,4.44,4.48,2.74,61.4,55.0,666
20509,0.8,Ideal,G,VVS2,5.96,6.0,3.67,61.4,57.0,4740
20510,0.44,Good,H,SI1,4.82,4.85,3.07,63.5,57.0,733
20511,1.01,Very Good,I,VS1,6.32,6.39,4.03,63.4,57.0,5041
20512,0.31,Premium,G,VS1,4.34,4.32,2.7,62.4,59.0,802
20513,1.05,Ideal,G,VS2,6.54,6.52,4.03,61.7,56.0,6350
20514,0.53,Premium,E,VS2,5.33,5.26,3.1,58.5,61.0,1908
20515,0.5,Ideal,F,VVS2,5.13,5.18,3.19,61.8,53.0,2283
20516,1.07,Premium,F,VS1,6.62,6.56,3.99,60.6,61.0,6885
20517,0.4,Very Good,G,VVS1,4.69,4.71,2.9,61.7,58.0,1123
20518,1.51,Premium,G,SI1,7.32,7.3,4.5,61.6,59.0,10739
20519,0.3,Ideal,G,VVS1,4.34,4.31,2.68,62.0,55.0,1013
20520,0.32,Ideal,G,VVS2,4.43,4.41,2.68,60.6,57.0,936
20521,1.07,Very Good,F,VVS1,6.57,6.65,3.98,60.2,58.0,9808
20522,0.81,Ideal,I,VS2,6.03,6.06,3.71,61.4,55.0,3355
20523,0.42,Ideal,D,VS1,4.8,4.9,2.98,61.4,55.0,1006
20524,1.02,Premium,I,SI2,6.41,6.36,3.97,62.2,58.0,4061
20525,0.96,Very Good,E,SI2,6.26,6.32,3.94,62.6,60.0,4186
20526,0.3,Very Good,G,VS1,4.27,4.31,2.66,62.0,60.0,565
20527,0.37,Ideal,G,VS2,4.63,4.65,2.85,61.4,56.0,671
20528,0.26,Ideal,E,VVS2,4.11,4.08,2.52,61.5,56.0,769
20529,1.13,Ideal,H,SI1,6.69,6.66,4.16,62.3,56.0,5483
20530,0.7,Ideal,D,VS2,5.74,5.76,3.51,61.0,57.0,2833
20531,2.2,Ideal,G,SI2,8.54,8.49,5.1,59.9,57.0,14691
20532,0.52,Premium,D,VVS1,5.31,5.27,3.11,58.8,61.0,2553
20533,0.32,Ideal,E,VS1,4.35,4.39,2.69,61.6,57.0,758
20534,0.4,Good,E,SI1,4.7,4.72,2.99,63.5,57.0,687
20535,0.36,Premium,E,SI2,4.56,4.54,2.84,62.4,58.0,605
20536,0.32,Good,D,SI1,4.35,4.38,2.78,63.7,55.0,589
20537,1.02,Very Good,H,VS1,6.34,6.47,4.02,62.8,59.0,5598
20538,0.31,Ideal,F,VVS1,4.36,4.41,2.7,61.6,55.0,975
20539,0.51,Ideal,F,VVS2,5.18,5.22,3.14,60.4,56.0,2054
20540,1.24,Premium,H,VS1,6.94,6.91,4.24,61.2,59.0,7493
20541,1.02,Good,D,SI1,6.35,6.39,4.03,63.3,58.0,5497
20542,1.51,Ideal,D,SI1,7.56,7.46,4.47,59.5,57.0,12738
20543,1.12,Ideal,F,VS2,6.63,6.67,4.13,62.1,56.0,8251
20544,0.32,Premium,G,VS2,4.36,4.33,2.72,62.6,60.0,720
20545,0.5,Ideal,E,VS2,5.11,5.07,3.2,62.9,55.0,1676
20546,0.7,Ideal,G,SI2,5.73,5.69,3.53,61.8,53.0,2480
20547,1.09,Ideal,F,VVS2,6.52,6.6,4.1,62.5,55.0,9668
20548,0.52,Premium,F,VS1,5.17,5.14,3.18,61.7,56.0,1872
20549,0.53,Premium,D,VS1,5.37,5.31,3.16,59.2,60.0,2147
20550,1.01,Very Good,G,SI1,6.35,6.43,4.01,62.8,56.0,5049
20551,1.21,Premium,D,VS1,6.89,6.86,4.14,60.2,59.0,10083
20552,2.3,Premium,I,VS2,8.47,8.39,5.21,61.8,60.0,18239
20553,0.4,Good,J,VS1,4.66,4.69,2.99,64.0,56.0,567
20554,0.32,Ideal,G,VVS2,4.4,4.44,2.71,61.3,55.0,698
20555,0.7,Ideal,F,SI1,5.72,5.78,3.52,61.2,56.0,2161
20556,1.52,Premium,J,VS1,7.31,7.36,4.58,62.4,59.0,8110
20557,0.49,Premium,G,VS2,5.16,5.14,3.08,59.8,59.0,1240
20558,1.02,Very Good,H,SI2,6.42,6.46,4.03,62.6,57.0,4341
20559,1.52,Very Good,F,VS2,7.23,7.29,4.61,63.5,57.0,14217
20560,1.22,Premium,F,VS2,6.84,6.8,4.25,62.3,57.0,8731
20561,0.3,Ideal,D,VS2,4.29,4.31,2.68,62.3,56.0,616
20562,0.43,Ideal,H,VVS1,4.85,4.89,3.0,61.6,55.0,1017
20563,0.5,Very Good,G,VS1,5.04,5.07,3.17,62.7,59.0,1637
20564,0.53,Ideal,I,VS2,5.21,5.23,3.23,61.9,54.0,1173
20565,0.51,Ideal,G,SI1,5.12,5.15,3.17,61.7,58.0,1287
20566,0.8,Fair,G,I1,5.86,5.83,3.77,64.5,57.0,1715
20567,1.08,Premium,F,SI2,6.55,6.52,4.07,62.3,58.0,4414
20568,1.23,Ideal,J,VS1,6.83,6.86,4.26,62.2,55.0,6100
20569,0.73,Ideal,H,VS2,5.71,5.75,3.58,62.5,58.0,2752
20570,1.01,Premium,H,SI1,6.38,6.33,3.93,61.8,59.0,5204
20571,0.45,Premium,G,VVS2,4.95,4.89,3.02,61.4,61.0,1181
20572,0.46,Premium,F,VS1,4.93,4.79,3.06,63.0,57.0,1139
20573,0.71,Ideal,H,SI2,5.87,5.81,3.47,59.4,57.0,2258
20574,0.32,Premium,I,VS1,4.4,4.37,2.72,62.0,58.0,648
20575,0.58,Very Good,I,VVS1,5.29,5.34,3.35,63.0,57.0,1636
20576,0.52,Ideal,F,VS2,5.23,5.19,3.13,60.0,62.0,1806
20577,0.8,Ideal,E,SI2,6.0,6.03,3.66,60.9,57.0,3251
20578,0.74,Ideal,D,SI2,5.78,5.82,3.61,62.2,57.0,2690
20579,0.35,Ideal,G,IF,4.6,4.64,2.78,60.2,57.0,959
20580,0.33,Ideal,F,VS1,4.43,4.46,2.76,62.1,55.0,738
20581,0.9,Very Good,G,SI1,6.07,6.13,3.78,62.0,61.0,3734
20582,0.81,Fair,I,VS1,5.76,5.83,3.86,66.5,53.0,2297
20583,2.16,Ideal,I,SI2,8.29,8.33,5.14,61.9,54.0,15124
20584,0.84,Ideal,J,SI1,6.04,6.07,3.74,61.8,56.0,2493
20585,0.76,Very Good,G,VVS2,5.81,5.85,3.63,62.1,56.0,3655
20586,1.01,Premium,F,VS1,6.54,6.5,3.94,60.4,59.0,7409
20587,0.74,Ideal,H,VS2,5.83,5.81,3.62,62.2,55.0,3178
20588,0.47,Good,E,VVS1,4.9,4.97,3.16,64.0,62.0,1690
20589,0.31,Ideal,E,VVS1,4.38,4.4,2.69,61.3,56.0,865
20590,0.31,Ideal,G,IF,4.35,4.38,2.68,61.4,55.0,891
20591,1.0,Ideal,I,SI1,6.39,6.43,3.94,61.5,57.0,4649
20592,1.04,Ideal,G,VS2,6.5,6.47,4.01,61.8,56.0,6290
20593,1.01,Premium,F,SI1,6.39,6.42,4.0,62.5,58.0,4899
20594,0.3,Good,H,VS1,4.25,4.3,2.71,63.4,53.0,526
20595,1.11,Ideal,G,VS1,6.67,6.71,4.1,61.3,55.0,9261
20596,0.75,Ideal,G,VS2,5.93,5.91,3.59,60.6,55.0,2939
20597,1.01,Premium,G,VS1,6.55,6.5,3.9,59.8,59.0,6529
20598,1.07,Fair,G,I1,6.53,6.43,4.2,64.8,56.0,2375
20599,0.72,Ideal,H,VVS1,5.68,5.72,3.58,62.8,57.0,2907
20600,0.3,Ideal,E,VVS1,4.27,4.31,2.66,62.0,57.0,916
20601,1.39,Very Good,I,I1,7.1,7.15,4.46,62.6,57.0,3914
20602,0.73,Premium,G,VS1,5.79,5.75,3.55,61.5,58.0,2770
20603,0.91,Premium,E,VS1,6.11,6.08,3.83,62.8,60.0,4969
20604,0.5,Good,E,SI1,5.07,5.01,3.21,63.7,59.0,1090
20605,1.01,Good,E,VS2,6.34,6.31,4.04,63.9,59.0,6968
20606,0.5,Ideal,I,VVS1,5.1,5.12,3.19,62.4,53.0,1370
20607,0.42,Ideal,F,SI2,4.8,4.83,2.99,62.1,56.0,663
20608,0.3,Premium,H,VS1,4.28,4.31,2.62,61.0,58.0,526
20609,1.5,Ideal,I,VS1,7.33,7.4,4.57,62.2,54.0,10406
20610,0.32,Very Good,D,SI1,4.33,4.36,2.72,62.6,58.0,589
20611,1.52,Premium,I,VS1,7.51,7.44,4.53,60.6,57.0,10300
20612,1.01,Good,E,SI1,6.38,6.32,4.04,63.6,60.0,5226
20613,0.33,Very Good,F,VS1,4.48,4.52,2.66,59.1,60.0,772
20614,0.55,Ideal,H,VVS2,5.25,5.28,3.27,62.1,55.0,1668
20615,0.51,Premium,D,VS2,5.12,5.07,3.16,62.0,60.0,1807
20616,1.01,Premium,E,VS2,6.39,6.36,4.01,62.9,58.0,6787
20617,0.32,Ideal,E,IF,4.37,4.41,2.76,62.9,54.0,1018
20618,0.3,Very Good,G,VVS1,4.27,4.3,2.66,62.1,61.0,789
20619,0.53,Ideal,H,VS2,5.19,5.24,3.2,61.4,55.4,1417
20620,0.56,Ideal,G,SI1,5.21,5.28,3.28,62.5,56.0,1340
20621,2.01,Ideal,I,VS2,8.21,8.17,4.97,60.7,57.0,17197
20622,0.36,Ideal,G,IF,4.59,4.57,2.82,61.6,55.0,1148
20623,1.14,Ideal,H,SI1,6.73,6.67,4.17,62.2,57.0,4916
20624,0.7,Good,E,VS1,5.79,5.83,3.45,59.4,61.0,3063
20625,0.3,Ideal,H,VVS2,4.31,4.34,2.67,61.7,54.0,605
20626,0.7,Ideal,G,SI1,5.73,5.79,3.51,60.9,56.0,2965
20627,0.71,Very Good,I,VS1,5.85,5.88,3.46,59.0,57.0,2328
20628,0.8,Ideal,G,VS1,5.96,6.03,3.66,61.1,58.0,3578
20629,0.31,Premium,H,SI1,4.31,4.34,2.71,62.7,58.0,435
20630,0.73,Premium,E,VS1,5.81,5.79,3.53,60.9,61.0,3311
20631,0.41,Ideal,E,VVS1,4.77,4.8,2.94,61.4,57.0,1221
20632,2.01,Premium,J,VS2,8.13,8.07,4.98,61.5,60.0,13228
20633,0.38,Ideal,F,VVS1,4.64,4.7,2.91,62.3,54.0,1096
20634,2.0,Very Good,F,SI1,7.91,7.98,5.05,63.6,58.0,16580
20635,0.28,Very Good,E,VVS1,4.17,4.21,2.6,62.1,57.0,707
20636,0.42,Ideal,F,VS1,4.81,4.79,2.97,61.9,57.0,1103
20637,0.7,Ideal,H,VS1,5.75,5.79,3.51,61.0,56.0,3185
20638,1.71,Ideal,H,VS2,7.57,7.53,4.76,63.0,57.0,10534
20639,1.0,Fair,H,SI1,6.26,6.21,4.08,65.5,57.0,3511
20640,1.21,Ideal,J,SI1,6.85,6.88,4.25,61.9,54.0,5341
20641,0.32,Very Good,G,VVS1,4.46,4.48,2.71,60.6,57.0,685
20642,0.38,Very Good,F,IF,4.73,4.7,2.84,60.2,58.0,1284
20643,0.3,Premium,E,SI1,4.28,4.24,2.61,61.3,60.0,675
20644,0.32,Ideal,H,VVS2,4.42,4.39,2.73,62.0,55.0,828
20645,1.03,Good,J,I1,6.64,6.69,3.88,58.2,64.0,2220
20646,0.38,Premium,D,SI1,4.63,4.69,2.83,60.7,60.0,733
20647,0.58,Ideal,F,VS2,5.31,5.33,3.32,62.4,57.0,1798
20648,1.11,Ideal,G,VS1,6.64,6.59,4.14,62.6,57.0,7758
20649,1.01,Premium,I,SI1,6.36,6.27,3.96,62.7,60.0,2885
20650,0.23,Good,E,VVS1,3.93,3.95,2.36,59.9,65.0,439
20651,0.76,Very Good,H,SI1,5.92,5.94,3.61,60.9,55.0,2838
20652,0.92,Good,E,SI1,6.16,6.18,3.9,63.2,58.0,4258
20653,0.52,Premium,G,VVS2,5.15,5.21,3.16,61.0,58.0,1707
20654,2.21,Premium,I,SI1,8.42,8.37,5.13,61.1,59.0,17714
20655,1.0,Very Good,E,SI1,6.4,6.45,3.92,61.0,61.0,4719
20656,0.31,Ideal,H,VVS2,4.37,4.33,2.66,61.1,56.0,802
20657,0.64,Ideal,D,VVS1,5.54,5.56,3.43,61.8,54.0,4084
20658,0.32,Ideal,E,VS1,4.49,4.46,2.68,59.9,55.0,972
20659,0.7,Ideal,E,SI1,5.68,5.7,3.53,62.0,56.0,2948
20660,0.81,Ideal,H,SI1,6.0,6.05,3.7,61.4,56.0,3446
20661,0.37,Premium,D,VS2,4.66,4.69,2.83,60.5,59.0,794
20662,0.49,Very Good,F,SI1,5.05,5.07,3.15,62.3,57.0,985
20663,1.1,Very Good,E,SI2,6.72,6.75,4.04,60.0,58.0,4539
20664,0.37,Premium,E,SI1,4.75,4.73,2.81,59.3,58.0,833
20665,0.32,Very Good,D,SI2,4.35,4.38,2.74,62.8,57.0,477
20666,1.8,Ideal,D,SI2,7.77,7.74,4.88,62.9,54.0,7862
20667,0.3,Ideal,E,VS2,4.29,4.33,2.7,62.6,56.0,658
20668,0.33,Ideal,I,VS2,4.39,4.43,2.75,62.4,56.0,463
20669,0.37,Premium,F,VS2,4.66,4.63,2.78,59.8,59.0,957
20670,0.33,Premium,I,VS1,4.42,4.45,2.73,61.6,60.0,521
20671,0.7,Very Good,E,SI2,5.67,5.72,3.53,62.0,60.0,2257
20672,2.21,Premium,J,SI2,8.45,8.37,5.1,60.6,62.0,12327
20673,1.15,Good,H,VS1,6.66,6.62,4.27,64.3,54.0,5935
20674,0.3,Ideal,G,SI1,4.26,4.29,2.66,62.2,57.0,477
20675,1.01,Premium,H,VS2,6.39,6.35,3.97,62.3,62.0,4769
20676,0.8,Ideal,F,VS2,5.93,6.0,3.7,62.0,55.0,3653
20677,0.71,Ideal,F,VS1,5.81,5.82,3.54,60.8,56.0,3710
20678,1.26,Ideal,J,VS2,6.86,6.81,4.32,63.2,57.0,5306
20679,0.7,Good,F,VS2,5.61,5.65,3.54,62.9,58.0,2362
20680,1.82,Premium,I,VS1,7.83,7.8,4.8,61.4,60.0,13939
20681,0.91,Very Good,D,VS1,6.14,6.18,3.85,62.5,56.0,5597
20682,1.04,Ideal,G,VS1,6.47,6.52,4.01,61.7,56.0,7951
20683,0.37,Ideal,G,SI1,4.61,4.68,2.84,61.0,56.0,608
20684,0.92,Fair,H,VS1,6.53,6.51,3.65,56.0,60.0,3924
20685,0.72,Premium,F,SI1,5.77,5.74,3.57,62.0,60.0,2385
20686,1.01,Premium,F,VS2,6.34,6.3,3.94,62.3,58.0,6271
20687,0.52,Good,H,VS2,5.05,5.1,3.23,63.6,57.0,1289
20688,1.53,Premium,G,SI1,7.62,7.55,4.43,58.4,59.0,9476
